review_id,review,aspect,gold_sentiment,llm_sentiment,nli_sentiment
25,"I understand that Paramount wanted to film this with the Rodgers and Hart score, but couldn't work out the copyright problems, so Burke and Van Heusen who wrote the between them the most songs for Bing Crosby contributed a very nice score.<br /><br />I read Leonard Maltin saying that this movie, ""fit Crosby like a glove"" and I couldn't have put it better. No, it's not Mark Twain's satire, it's a Bing Crosby film and in 1949 Crosby was the most bankable star in Hollywood. For once Paramount used technicolor and Rhonda Fleming was never lovelier on the screen. This was a woman that technicolor was invented for.<br /><br />William Bendix's Brooklyn origins kinda stand out, but it's to a good comic effect. The trio of Crosby, Bendix, and Sir Cedric Hardwicke have a rollicking good time with Busy Doing Nothing. Bing has one of his patented upbeat philosophical numbers with If You Stub Your Toe On The Moon.<br /><br />The third song he sings Once and For Always by himself and with Rhonda Fleming. That song was nominated for best song, but lost to Baby It's Cold Outside. <br /><br />Nice also that Bing managed to record the score for Decca with Rhonda Fleming and Bendix and Hardwicke.<br /><br />One thing I like about this film is that it shows Crosby's comic talents without Bob Hope. I like the Road pictures, but Bing was a comic talent onto himself and this film better demonstrates than any other.<br /><br />This is Crosby at the top of his game.",direction,positive,,
25,"I understand that Paramount wanted to film this with the Rodgers and Hart score, but couldn't work out the copyright problems, so Burke and Van Heusen who wrote the between them the most songs for Bing Crosby contributed a very nice score.<br /><br />I read Leonard Maltin saying that this movie, ""fit Crosby like a glove"" and I couldn't have put it better. No, it's not Mark Twain's satire, it's a Bing Crosby film and in 1949 Crosby was the most bankable star in Hollywood. For once Paramount used technicolor and Rhonda Fleming was never lovelier on the screen. This was a woman that technicolor was invented for.<br /><br />William Bendix's Brooklyn origins kinda stand out, but it's to a good comic effect. The trio of Crosby, Bendix, and Sir Cedric Hardwicke have a rollicking good time with Busy Doing Nothing. Bing has one of his patented upbeat philosophical numbers with If You Stub Your Toe On The Moon.<br /><br />The third song he sings Once and For Always by himself and with Rhonda Fleming. That song was nominated for best song, but lost to Baby It's Cold Outside. <br /><br />Nice also that Bing managed to record the score for Decca with Rhonda Fleming and Bendix and Hardwicke.<br /><br />One thing I like about this film is that it shows Crosby's comic talents without Bob Hope. I like the Road pictures, but Bing was a comic talent onto himself and this film better demonstrates than any other.<br /><br />This is Crosby at the top of his game.",writing,positive,,
26,"I can't even begin to imagine why everyone hates this movie so much. It had me literally crying with laughter several times (""I trust you slept well?"" ""actually, we had a bit of a rough night."" ""ah, the perils of adultery."").<br /><br />admittedly, the ending is a little flat, but still has its moments (the booger ball's obvious fake spalsh as flew into the ocean, ""beach house paradiso"").<br /><br />personally, i think this is the funniest movie i've ever seen.<br /><br />10/10",acting_performances,not_mentioned,,
26,"I can't even begin to imagine why everyone hates this movie so much. It had me literally crying with laughter several times (""I trust you slept well?"" ""actually, we had a bit of a rough night."" ""ah, the perils of adultery."").<br /><br />admittedly, the ending is a little flat, but still has its moments (the booger ball's obvious fake spalsh as flew into the ocean, ""beach house paradiso"").<br /><br />personally, i think this is the funniest movie i've ever seen.<br /><br />10/10",story_plot,not_mentioned,,
26,"I can't even begin to imagine why everyone hates this movie so much. It had me literally crying with laughter several times (""I trust you slept well?"" ""actually, we had a bit of a rough night."" ""ah, the perils of adultery."").<br /><br />admittedly, the ending is a little flat, but still has its moments (the booger ball's obvious fake spalsh as flew into the ocean, ""beach house paradiso"").<br /><br />personally, i think this is the funniest movie i've ever seen.<br /><br />10/10",pacing,not_mentioned,,
26,"I can't even begin to imagine why everyone hates this movie so much. It had me literally crying with laughter several times (""I trust you slept well?"" ""actually, we had a bit of a rough night."" ""ah, the perils of adultery."").<br /><br />admittedly, the ending is a little flat, but still has its moments (the booger ball's obvious fake spalsh as flew into the ocean, ""beach house paradiso"").<br /><br />personally, i think this is the funniest movie i've ever seen.<br /><br />10/10",visuals,neutral,,
26,"I can't even begin to imagine why everyone hates this movie so much. It had me literally crying with laughter several times (""I trust you slept well?"" ""actually, we had a bit of a rough night."" ""ah, the perils of adultery."").<br /><br />admittedly, the ending is a little flat, but still has its moments (the booger ball's obvious fake spalsh as flew into the ocean, ""beach house paradiso"").<br /><br />personally, i think this is the funniest movie i've ever seen.<br /><br />10/10",direction,not_mentioned,,
26,"I can't even begin to imagine why everyone hates this movie so much. It had me literally crying with laughter several times (""I trust you slept well?"" ""actually, we had a bit of a rough night."" ""ah, the perils of adultery."").<br /><br />admittedly, the ending is a little flat, but still has its moments (the booger ball's obvious fake spalsh as flew into the ocean, ""beach house paradiso"").<br /><br />personally, i think this is the funniest movie i've ever seen.<br /><br />10/10",writing,positive,,
27,"The only reason ""The Norliss Tapes"" deserves ANY stars is the presence of Angie Dickinson in the cast. Other than getting to see Angie Baby in a pre-""Police Woman"" performance, there's nothing else worth seeing here.<br /><br />THE SYNOPSIS:<br /><br />*** MINOR SPOILERS ***<br /><br />David Norliss is tapped to write a book on the supernatural. One day he mysteriously disappears after phoning his publisher and suggesting he has stumbled across something that has placed him in mortal danger. The entire series for which this miserable pilot was written was apparently intended to be a series of flashbacks via the ""Norliss tapes"" -- a set of audio tapes the writer recorded while investigating cases of the supernatural.<br /><br />In the pilot episode, a wealthy sculptor dies -- but not before purchasing an ancient Egyptian scarab ring from a local occultist who assures him the bauble will give him immortality after death. We soon discover the ring itself doesn't grant immortality. Instead, it only reanimates the sculptor's corpse, allowing him to escape his crypt so he can run around town draining pretty girls of all their blood.<br /><br />Blue-faced, yellow-eyed and growling out ARRRGHHHHHHs you haven't heard since you last watched ""Scooby Doo"" cartoons, the sculptor attacks his wife (Dickinson) one dark night. She escapes and, via a mutual acquaintance, contacts Norliss to get his assistance in solving the mystery behind her late husband's uncanny reappearance on her estate.<br /><br />So is this guy a vampire? No. There's no vampire in this story despite what you may have read or heard. The sculptor doesn't drink his victims' blood -- he collects it. How? Don't know. We only see him attacking, never collecting. Why? To fulfill the second part of his bid for immortality. It turns out the reanimated sculptor will only be allowed to live forever if he builds a life-size statue of a demon named Sargoth out of a mixture of clay and human blood. Once it's finished, Sargoth plans to inhabit the statue, using it as his gateway into our world.<br /><br />THE FINAL ANALYSIS:<br /><br />""The Norliss Tapes"" wasn't picked up as a series for a very good reason... it was garbage. As you can see from my synopsis, the story is a paltry, ill-conceived mess. The acting and dialogue offer no better. This isn't even a contender for a ""So Bad It's Good"" Award. Sometimes bad is just bad.<br /><br />After years of hearing underground rumblings about the great merits of ""The Norliss Tapes,"" I was very excited to find it airing on Fox Movie Channel on 10/15/03. I wish I hadn't set myself up for the fall.<br /><br />Having screened this groaner for the first time two days ago, I can only assume any applause you've heard so far from other IMDB reviewers is coming from those who are reviewing the show based on dim memories and the nostalgia of youth. Or perhaps they are simply loyal fans of Dan Curtis. Either way, they've offered you misleading reviews of ""The Norliss Tapes.""<br /><br />Pauly Orchid -- October 17, 2003",acting_performances,negative,,
27,"The only reason ""The Norliss Tapes"" deserves ANY stars is the presence of Angie Dickinson in the cast. Other than getting to see Angie Baby in a pre-""Police Woman"" performance, there's nothing else worth seeing here.<br /><br />THE SYNOPSIS:<br /><br />*** MINOR SPOILERS ***<br /><br />David Norliss is tapped to write a book on the supernatural. One day he mysteriously disappears after phoning his publisher and suggesting he has stumbled across something that has placed him in mortal danger. The entire series for which this miserable pilot was written was apparently intended to be a series of flashbacks via the ""Norliss tapes"" -- a set of audio tapes the writer recorded while investigating cases of the supernatural.<br /><br />In the pilot episode, a wealthy sculptor dies -- but not before purchasing an ancient Egyptian scarab ring from a local occultist who assures him the bauble will give him immortality after death. We soon discover the ring itself doesn't grant immortality. Instead, it only reanimates the sculptor's corpse, allowing him to escape his crypt so he can run around town draining pretty girls of all their blood.<br /><br />Blue-faced, yellow-eyed and growling out ARRRGHHHHHHs you haven't heard since you last watched ""Scooby Doo"" cartoons, the sculptor attacks his wife (Dickinson) one dark night. She escapes and, via a mutual acquaintance, contacts Norliss to get his assistance in solving the mystery behind her late husband's uncanny reappearance on her estate.<br /><br />So is this guy a vampire? No. There's no vampire in this story despite what you may have read or heard. The sculptor doesn't drink his victims' blood -- he collects it. How? Don't know. We only see him attacking, never collecting. Why? To fulfill the second part of his bid for immortality. It turns out the reanimated sculptor will only be allowed to live forever if he builds a life-size statue of a demon named Sargoth out of a mixture of clay and human blood. Once it's finished, Sargoth plans to inhabit the statue, using it as his gateway into our world.<br /><br />THE FINAL ANALYSIS:<br /><br />""The Norliss Tapes"" wasn't picked up as a series for a very good reason... it was garbage. As you can see from my synopsis, the story is a paltry, ill-conceived mess. The acting and dialogue offer no better. This isn't even a contender for a ""So Bad It's Good"" Award. Sometimes bad is just bad.<br /><br />After years of hearing underground rumblings about the great merits of ""The Norliss Tapes,"" I was very excited to find it airing on Fox Movie Channel on 10/15/03. I wish I hadn't set myself up for the fall.<br /><br />Having screened this groaner for the first time two days ago, I can only assume any applause you've heard so far from other IMDB reviewers is coming from those who are reviewing the show based on dim memories and the nostalgia of youth. Or perhaps they are simply loyal fans of Dan Curtis. Either way, they've offered you misleading reviews of ""The Norliss Tapes.""<br /><br />Pauly Orchid -- October 17, 2003",story_plot,negative,,
27,"The only reason ""The Norliss Tapes"" deserves ANY stars is the presence of Angie Dickinson in the cast. Other than getting to see Angie Baby in a pre-""Police Woman"" performance, there's nothing else worth seeing here.<br /><br />THE SYNOPSIS:<br /><br />*** MINOR SPOILERS ***<br /><br />David Norliss is tapped to write a book on the supernatural. One day he mysteriously disappears after phoning his publisher and suggesting he has stumbled across something that has placed him in mortal danger. The entire series for which this miserable pilot was written was apparently intended to be a series of flashbacks via the ""Norliss tapes"" -- a set of audio tapes the writer recorded while investigating cases of the supernatural.<br /><br />In the pilot episode, a wealthy sculptor dies -- but not before purchasing an ancient Egyptian scarab ring from a local occultist who assures him the bauble will give him immortality after death. We soon discover the ring itself doesn't grant immortality. Instead, it only reanimates the sculptor's corpse, allowing him to escape his crypt so he can run around town draining pretty girls of all their blood.<br /><br />Blue-faced, yellow-eyed and growling out ARRRGHHHHHHs you haven't heard since you last watched ""Scooby Doo"" cartoons, the sculptor attacks his wife (Dickinson) one dark night. She escapes and, via a mutual acquaintance, contacts Norliss to get his assistance in solving the mystery behind her late husband's uncanny reappearance on her estate.<br /><br />So is this guy a vampire? No. There's no vampire in this story despite what you may have read or heard. The sculptor doesn't drink his victims' blood -- he collects it. How? Don't know. We only see him attacking, never collecting. Why? To fulfill the second part of his bid for immortality. It turns out the reanimated sculptor will only be allowed to live forever if he builds a life-size statue of a demon named Sargoth out of a mixture of clay and human blood. Once it's finished, Sargoth plans to inhabit the statue, using it as his gateway into our world.<br /><br />THE FINAL ANALYSIS:<br /><br />""The Norliss Tapes"" wasn't picked up as a series for a very good reason... it was garbage. As you can see from my synopsis, the story is a paltry, ill-conceived mess. The acting and dialogue offer no better. This isn't even a contender for a ""So Bad It's Good"" Award. Sometimes bad is just bad.<br /><br />After years of hearing underground rumblings about the great merits of ""The Norliss Tapes,"" I was very excited to find it airing on Fox Movie Channel on 10/15/03. I wish I hadn't set myself up for the fall.<br /><br />Having screened this groaner for the first time two days ago, I can only assume any applause you've heard so far from other IMDB reviewers is coming from those who are reviewing the show based on dim memories and the nostalgia of youth. Or perhaps they are simply loyal fans of Dan Curtis. Either way, they've offered you misleading reviews of ""The Norliss Tapes.""<br /><br />Pauly Orchid -- October 17, 2003",pacing,not_mentioned,,
27,"The only reason ""The Norliss Tapes"" deserves ANY stars is the presence of Angie Dickinson in the cast. Other than getting to see Angie Baby in a pre-""Police Woman"" performance, there's nothing else worth seeing here.<br /><br />THE SYNOPSIS:<br /><br />*** MINOR SPOILERS ***<br /><br />David Norliss is tapped to write a book on the supernatural. One day he mysteriously disappears after phoning his publisher and suggesting he has stumbled across something that has placed him in mortal danger. The entire series for which this miserable pilot was written was apparently intended to be a series of flashbacks via the ""Norliss tapes"" -- a set of audio tapes the writer recorded while investigating cases of the supernatural.<br /><br />In the pilot episode, a wealthy sculptor dies -- but not before purchasing an ancient Egyptian scarab ring from a local occultist who assures him the bauble will give him immortality after death. We soon discover the ring itself doesn't grant immortality. Instead, it only reanimates the sculptor's corpse, allowing him to escape his crypt so he can run around town draining pretty girls of all their blood.<br /><br />Blue-faced, yellow-eyed and growling out ARRRGHHHHHHs you haven't heard since you last watched ""Scooby Doo"" cartoons, the sculptor attacks his wife (Dickinson) one dark night. She escapes and, via a mutual acquaintance, contacts Norliss to get his assistance in solving the mystery behind her late husband's uncanny reappearance on her estate.<br /><br />So is this guy a vampire? No. There's no vampire in this story despite what you may have read or heard. The sculptor doesn't drink his victims' blood -- he collects it. How? Don't know. We only see him attacking, never collecting. Why? To fulfill the second part of his bid for immortality. It turns out the reanimated sculptor will only be allowed to live forever if he builds a life-size statue of a demon named Sargoth out of a mixture of clay and human blood. Once it's finished, Sargoth plans to inhabit the statue, using it as his gateway into our world.<br /><br />THE FINAL ANALYSIS:<br /><br />""The Norliss Tapes"" wasn't picked up as a series for a very good reason... it was garbage. As you can see from my synopsis, the story is a paltry, ill-conceived mess. The acting and dialogue offer no better. This isn't even a contender for a ""So Bad It's Good"" Award. Sometimes bad is just bad.<br /><br />After years of hearing underground rumblings about the great merits of ""The Norliss Tapes,"" I was very excited to find it airing on Fox Movie Channel on 10/15/03. I wish I hadn't set myself up for the fall.<br /><br />Having screened this groaner for the first time two days ago, I can only assume any applause you've heard so far from other IMDB reviewers is coming from those who are reviewing the show based on dim memories and the nostalgia of youth. Or perhaps they are simply loyal fans of Dan Curtis. Either way, they've offered you misleading reviews of ""The Norliss Tapes.""<br /><br />Pauly Orchid -- October 17, 2003",visuals,negative,,
27,"The only reason ""The Norliss Tapes"" deserves ANY stars is the presence of Angie Dickinson in the cast. Other than getting to see Angie Baby in a pre-""Police Woman"" performance, there's nothing else worth seeing here.<br /><br />THE SYNOPSIS:<br /><br />*** MINOR SPOILERS ***<br /><br />David Norliss is tapped to write a book on the supernatural. One day he mysteriously disappears after phoning his publisher and suggesting he has stumbled across something that has placed him in mortal danger. The entire series for which this miserable pilot was written was apparently intended to be a series of flashbacks via the ""Norliss tapes"" -- a set of audio tapes the writer recorded while investigating cases of the supernatural.<br /><br />In the pilot episode, a wealthy sculptor dies -- but not before purchasing an ancient Egyptian scarab ring from a local occultist who assures him the bauble will give him immortality after death. We soon discover the ring itself doesn't grant immortality. Instead, it only reanimates the sculptor's corpse, allowing him to escape his crypt so he can run around town draining pretty girls of all their blood.<br /><br />Blue-faced, yellow-eyed and growling out ARRRGHHHHHHs you haven't heard since you last watched ""Scooby Doo"" cartoons, the sculptor attacks his wife (Dickinson) one dark night. She escapes and, via a mutual acquaintance, contacts Norliss to get his assistance in solving the mystery behind her late husband's uncanny reappearance on her estate.<br /><br />So is this guy a vampire? No. There's no vampire in this story despite what you may have read or heard. The sculptor doesn't drink his victims' blood -- he collects it. How? Don't know. We only see him attacking, never collecting. Why? To fulfill the second part of his bid for immortality. It turns out the reanimated sculptor will only be allowed to live forever if he builds a life-size statue of a demon named Sargoth out of a mixture of clay and human blood. Once it's finished, Sargoth plans to inhabit the statue, using it as his gateway into our world.<br /><br />THE FINAL ANALYSIS:<br /><br />""The Norliss Tapes"" wasn't picked up as a series for a very good reason... it was garbage. As you can see from my synopsis, the story is a paltry, ill-conceived mess. The acting and dialogue offer no better. This isn't even a contender for a ""So Bad It's Good"" Award. Sometimes bad is just bad.<br /><br />After years of hearing underground rumblings about the great merits of ""The Norliss Tapes,"" I was very excited to find it airing on Fox Movie Channel on 10/15/03. I wish I hadn't set myself up for the fall.<br /><br />Having screened this groaner for the first time two days ago, I can only assume any applause you've heard so far from other IMDB reviewers is coming from those who are reviewing the show based on dim memories and the nostalgia of youth. Or perhaps they are simply loyal fans of Dan Curtis. Either way, they've offered you misleading reviews of ""The Norliss Tapes.""<br /><br />Pauly Orchid -- October 17, 2003",direction,negative,,
27,"The only reason ""The Norliss Tapes"" deserves ANY stars is the presence of Angie Dickinson in the cast. Other than getting to see Angie Baby in a pre-""Police Woman"" performance, there's nothing else worth seeing here.<br /><br />THE SYNOPSIS:<br /><br />*** MINOR SPOILERS ***<br /><br />David Norliss is tapped to write a book on the supernatural. One day he mysteriously disappears after phoning his publisher and suggesting he has stumbled across something that has placed him in mortal danger. The entire series for which this miserable pilot was written was apparently intended to be a series of flashbacks via the ""Norliss tapes"" -- a set of audio tapes the writer recorded while investigating cases of the supernatural.<br /><br />In the pilot episode, a wealthy sculptor dies -- but not before purchasing an ancient Egyptian scarab ring from a local occultist who assures him the bauble will give him immortality after death. We soon discover the ring itself doesn't grant immortality. Instead, it only reanimates the sculptor's corpse, allowing him to escape his crypt so he can run around town draining pretty girls of all their blood.<br /><br />Blue-faced, yellow-eyed and growling out ARRRGHHHHHHs you haven't heard since you last watched ""Scooby Doo"" cartoons, the sculptor attacks his wife (Dickinson) one dark night. She escapes and, via a mutual acquaintance, contacts Norliss to get his assistance in solving the mystery behind her late husband's uncanny reappearance on her estate.<br /><br />So is this guy a vampire? No. There's no vampire in this story despite what you may have read or heard. The sculptor doesn't drink his victims' blood -- he collects it. How? Don't know. We only see him attacking, never collecting. Why? To fulfill the second part of his bid for immortality. It turns out the reanimated sculptor will only be allowed to live forever if he builds a life-size statue of a demon named Sargoth out of a mixture of clay and human blood. Once it's finished, Sargoth plans to inhabit the statue, using it as his gateway into our world.<br /><br />THE FINAL ANALYSIS:<br /><br />""The Norliss Tapes"" wasn't picked up as a series for a very good reason... it was garbage. As you can see from my synopsis, the story is a paltry, ill-conceived mess. The acting and dialogue offer no better. This isn't even a contender for a ""So Bad It's Good"" Award. Sometimes bad is just bad.<br /><br />After years of hearing underground rumblings about the great merits of ""The Norliss Tapes,"" I was very excited to find it airing on Fox Movie Channel on 10/15/03. I wish I hadn't set myself up for the fall.<br /><br />Having screened this groaner for the first time two days ago, I can only assume any applause you've heard so far from other IMDB reviewers is coming from those who are reviewing the show based on dim memories and the nostalgia of youth. Or perhaps they are simply loyal fans of Dan Curtis. Either way, they've offered you misleading reviews of ""The Norliss Tapes.""<br /><br />Pauly Orchid -- October 17, 2003",writing,negative,,
28,"What happened? 'Doubt' had so much potential to be a brilliant film - but instead it faltered with a dragging simplistic plot line which made me want to stop watching. The only thing the film had going for it was the brilliance of Meryl Streep, who no DOUBT deserved the Oscar-nomination. Though it was not one of her best performances, she still gave a solid and truthful character to us which blossomed through the screen.<br /><br />However, not even the brilliance of a screen legend could save this film from going down hill. From the boring start, which had no power or punch - to the less than convincing ending, the film was truly a disappointment - especially since it provided so much potential through its promotion and trailers. It was obvious the director had trouble with the simplicity of the plot and he ended up with a boring film, which dragged on for too long, with too much talk and not enough action.<br /><br />Furthermore, the other Oscar-nominations were less than convincing. Though Philip Seymour Hoffman gave a decent performance, it was by no means Oscar-worthy. (Especially since they completely left out performances such as Will Smith, in Seven Pounds). Amy Adams did not deserve the nomination. Watching Amy Adams was like watching a cardboard box - as it was one sided and plain. It would have made more sense to nominate her for a Razzie, as I am sure she would have walked away victorious. Viola Davis gave a short but truthful performance, but the length of her performance made me question whether the academy really should have given her the nomination.<br /><br />Overall, I consider Doubt to be one of the most disappointing films of 2008. It was a mess of a film with so much potential, and I do not recommend it. The only shining light in the film is Meryl Streep, who though gives a stunning, solid performance - doesn't even do enough to save this film. *** / 10.",acting_performances,neutral,,
28,"What happened? 'Doubt' had so much potential to be a brilliant film - but instead it faltered with a dragging simplistic plot line which made me want to stop watching. The only thing the film had going for it was the brilliance of Meryl Streep, who no DOUBT deserved the Oscar-nomination. Though it was not one of her best performances, she still gave a solid and truthful character to us which blossomed through the screen.<br /><br />However, not even the brilliance of a screen legend could save this film from going down hill. From the boring start, which had no power or punch - to the less than convincing ending, the film was truly a disappointment - especially since it provided so much potential through its promotion and trailers. It was obvious the director had trouble with the simplicity of the plot and he ended up with a boring film, which dragged on for too long, with too much talk and not enough action.<br /><br />Furthermore, the other Oscar-nominations were less than convincing. Though Philip Seymour Hoffman gave a decent performance, it was by no means Oscar-worthy. (Especially since they completely left out performances such as Will Smith, in Seven Pounds). Amy Adams did not deserve the nomination. Watching Amy Adams was like watching a cardboard box - as it was one sided and plain. It would have made more sense to nominate her for a Razzie, as I am sure she would have walked away victorious. Viola Davis gave a short but truthful performance, but the length of her performance made me question whether the academy really should have given her the nomination.<br /><br />Overall, I consider Doubt to be one of the most disappointing films of 2008. It was a mess of a film with so much potential, and I do not recommend it. The only shining light in the film is Meryl Streep, who though gives a stunning, solid performance - doesn't even do enough to save this film. *** / 10.",story_plot,negative,,
28,"What happened? 'Doubt' had so much potential to be a brilliant film - but instead it faltered with a dragging simplistic plot line which made me want to stop watching. The only thing the film had going for it was the brilliance of Meryl Streep, who no DOUBT deserved the Oscar-nomination. Though it was not one of her best performances, she still gave a solid and truthful character to us which blossomed through the screen.<br /><br />However, not even the brilliance of a screen legend could save this film from going down hill. From the boring start, which had no power or punch - to the less than convincing ending, the film was truly a disappointment - especially since it provided so much potential through its promotion and trailers. It was obvious the director had trouble with the simplicity of the plot and he ended up with a boring film, which dragged on for too long, with too much talk and not enough action.<br /><br />Furthermore, the other Oscar-nominations were less than convincing. Though Philip Seymour Hoffman gave a decent performance, it was by no means Oscar-worthy. (Especially since they completely left out performances such as Will Smith, in Seven Pounds). Amy Adams did not deserve the nomination. Watching Amy Adams was like watching a cardboard box - as it was one sided and plain. It would have made more sense to nominate her for a Razzie, as I am sure she would have walked away victorious. Viola Davis gave a short but truthful performance, but the length of her performance made me question whether the academy really should have given her the nomination.<br /><br />Overall, I consider Doubt to be one of the most disappointing films of 2008. It was a mess of a film with so much potential, and I do not recommend it. The only shining light in the film is Meryl Streep, who though gives a stunning, solid performance - doesn't even do enough to save this film. *** / 10.",pacing,negative,,
28,"What happened? 'Doubt' had so much potential to be a brilliant film - but instead it faltered with a dragging simplistic plot line which made me want to stop watching. The only thing the film had going for it was the brilliance of Meryl Streep, who no DOUBT deserved the Oscar-nomination. Though it was not one of her best performances, she still gave a solid and truthful character to us which blossomed through the screen.<br /><br />However, not even the brilliance of a screen legend could save this film from going down hill. From the boring start, which had no power or punch - to the less than convincing ending, the film was truly a disappointment - especially since it provided so much potential through its promotion and trailers. It was obvious the director had trouble with the simplicity of the plot and he ended up with a boring film, which dragged on for too long, with too much talk and not enough action.<br /><br />Furthermore, the other Oscar-nominations were less than convincing. Though Philip Seymour Hoffman gave a decent performance, it was by no means Oscar-worthy. (Especially since they completely left out performances such as Will Smith, in Seven Pounds). Amy Adams did not deserve the nomination. Watching Amy Adams was like watching a cardboard box - as it was one sided and plain. It would have made more sense to nominate her for a Razzie, as I am sure she would have walked away victorious. Viola Davis gave a short but truthful performance, but the length of her performance made me question whether the academy really should have given her the nomination.<br /><br />Overall, I consider Doubt to be one of the most disappointing films of 2008. It was a mess of a film with so much potential, and I do not recommend it. The only shining light in the film is Meryl Streep, who though gives a stunning, solid performance - doesn't even do enough to save this film. *** / 10.",visuals,not_mentioned,,
28,"What happened? 'Doubt' had so much potential to be a brilliant film - but instead it faltered with a dragging simplistic plot line which made me want to stop watching. The only thing the film had going for it was the brilliance of Meryl Streep, who no DOUBT deserved the Oscar-nomination. Though it was not one of her best performances, she still gave a solid and truthful character to us which blossomed through the screen.<br /><br />However, not even the brilliance of a screen legend could save this film from going down hill. From the boring start, which had no power or punch - to the less than convincing ending, the film was truly a disappointment - especially since it provided so much potential through its promotion and trailers. It was obvious the director had trouble with the simplicity of the plot and he ended up with a boring film, which dragged on for too long, with too much talk and not enough action.<br /><br />Furthermore, the other Oscar-nominations were less than convincing. Though Philip Seymour Hoffman gave a decent performance, it was by no means Oscar-worthy. (Especially since they completely left out performances such as Will Smith, in Seven Pounds). Amy Adams did not deserve the nomination. Watching Amy Adams was like watching a cardboard box - as it was one sided and plain. It would have made more sense to nominate her for a Razzie, as I am sure she would have walked away victorious. Viola Davis gave a short but truthful performance, but the length of her performance made me question whether the academy really should have given her the nomination.<br /><br />Overall, I consider Doubt to be one of the most disappointing films of 2008. It was a mess of a film with so much potential, and I do not recommend it. The only shining light in the film is Meryl Streep, who though gives a stunning, solid performance - doesn't even do enough to save this film. *** / 10.",direction,negative,,
28,"What happened? 'Doubt' had so much potential to be a brilliant film - but instead it faltered with a dragging simplistic plot line which made me want to stop watching. The only thing the film had going for it was the brilliance of Meryl Streep, who no DOUBT deserved the Oscar-nomination. Though it was not one of her best performances, she still gave a solid and truthful character to us which blossomed through the screen.<br /><br />However, not even the brilliance of a screen legend could save this film from going down hill. From the boring start, which had no power or punch - to the less than convincing ending, the film was truly a disappointment - especially since it provided so much potential through its promotion and trailers. It was obvious the director had trouble with the simplicity of the plot and he ended up with a boring film, which dragged on for too long, with too much talk and not enough action.<br /><br />Furthermore, the other Oscar-nominations were less than convincing. Though Philip Seymour Hoffman gave a decent performance, it was by no means Oscar-worthy. (Especially since they completely left out performances such as Will Smith, in Seven Pounds). Amy Adams did not deserve the nomination. Watching Amy Adams was like watching a cardboard box - as it was one sided and plain. It would have made more sense to nominate her for a Razzie, as I am sure she would have walked away victorious. Viola Davis gave a short but truthful performance, but the length of her performance made me question whether the academy really should have given her the nomination.<br /><br />Overall, I consider Doubt to be one of the most disappointing films of 2008. It was a mess of a film with so much potential, and I do not recommend it. The only shining light in the film is Meryl Streep, who though gives a stunning, solid performance - doesn't even do enough to save this film. *** / 10.",writing,negative,,
29,"Most of the Brigitte Bardot movies I've seen have failed to take full advantage of her captivating screen presence. Unfortunately, she was given few really good roles in movies of undeniable quality, which was a real oversight. She deserved them and was able to demonstrate her full cinematic power when they came her way. As Genevieve in ""Love on a Pillow"" we had a clear exception to the trend of light, fluffy vehicles, for it was an interesting, artistic film by any reasonable measure, and in it, a 28-year-old BB was at her most alluring. ""Une Parisienne"" is another, featuring an extremely captivating Brigitte in an interesting, well-crafted comedy that explores how an ambitious lady's man can be convinced to remain faithful to an incredibly beautiful young wife. There are several good performances here. Her playboy husband, Michel, is one, ""the prince,"" played by Charles Boyer, is another, with entertaining efforts by a good supporting cast. As for Brigitte Bardot, the way she looks in this movie is the way I remember her as a kid in the fifties. She was 23 in 1957 and way ahead of her time, more beautiful than any other actress of the period, including Marilyn Monroe. Her curvy, coquettish sexuality, amply displayed in several bosom-baring, skintight dresses, simply jumps off the screen. She was more hip and cute than the women of America are today, nearly fifty years later. Obsessed with their careers and still desperately clinging to feminist politics, they come off like a bunch of clueless lesbians. In stark contrast, the sex kitten was sexually liberated, intelligent, and clearly independent long before it was fashionable, yet while fully understanding the power of her exceptional femininity, she used it for a higher purpose than mere self-interest -- she believed in love. A still photo simply could not do her justice. You had to watch her slender yet voluptuous form (with its 20-inch waist) lightly cross a room. You had to see that wild blonde mane, gaze into her big, brown, seductive eyes, and listen as her full, pouting lips spoke French. In a closeup at the end of this movie she winks and flirts with the camera, her beautiful orbs twinkling. What a babe! For fans of Brigitte Bardot, ""Une Parisienne"" is not to be missed.",acting_performances,positive,,
